ligand,E1,E2,E3
OXNIZHLAWKMVMX-UHFFFAOYSA-N,-5.9,-5.0,-4.8
GCHKUUOPYMFGEY-VMPITWQZSA-N,-6.4,-5.5,-4.9
LRCXRAABFLIVAI-QMMMGPOBSA-N,-5.6,-4.6,-4.7
VYFYYTLLBUKUHU-UHFFFAOYSA-N,-5.7,-4.7,-4.5
VYQNWZOUAUKGHI-UHFFFAOYSA-N,-7.3,-6.5,-5.5
YFLRYAVDPKONNX-UHFFFAOYSA-N,-6.4,-5.2,-4.8
OBZHEBDUNPOCJG-WBXJDKIVSA-N,-9.7,-8.9,-6.5
SUWZHLCNFQWNPE-LATRNWQMSA-N,-8.3,-7.7,-6.3
HDGFUOKLIQJQCS-UHFFFAOYSA-O,-8.2,-8.2,-6.1
JCKYGMPEJWAADB-UHFFFAOYSA-N,-6.7,-6.2,-4.8
DZGWFCGJZKJUFP-UHFFFAOYSA-N,-5.5,-4.4,-4.3
DLNKOYKMWOXYQA-APPZFPTMSA-N,-6.0,-4.7,-4.5
UYUXSRADSPPKRZ-SKNVOMKLSA-N,-5.1,-4.3,-4.3
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,-6.0,-5.4,-4.6
IAIWVQXQOWNYOU-FPYGCLRLSA-N,-5.9,-5.6,-4.9
ANTSCNMPPGJYLG-UHFFFAOYSA-N,-8.2,-7.7,-5.7
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-4.5,-4.0,-4.0
RBTBFTRPCNLSDE-UHFFFAOYSA-N,-7.6,-7.1,-4.9
LSAMUAYPDHUBQD-OLKPEBQYSA-N,-5.6,-5.0,-4.4
DB00336,-6.1,-5.3,-5.2
YVGGHNCTFXOJCH-UHFFFAOYSA-N,-8.3,-7.1,-4.9
HLIBJQGJVDHCNB-UHFFFAOYSA-N,-7.9,-7.3,-5.6
HTYIXCKSEQQCJO-NSHDSACASA-N,-6.2,-5.3,-4.7
