LigandName,TargetName,BindingScore,InterfE
selenium_(75Se)_tauroselcholic_acid_JCMLWGQJPSGGEI-DJQDYNOGSA-N,A0A088RZ69_0_apo,10015.16,
apatinib_WPEWQEMJFLWMLV-UHFFFAOYSA-N,A0A088RZ69_0_apo,10019.13,
fimasartan_AMEROGPZOLAFBN-UHFFFAOYSA-N,A0A088RZ69_0_apo,1003.29,
diphenan_ZBJBRUSGEJORQL-UHFFFAOYSA-N,A0A088RZ69_0_apo,10031.24,
ibufenac_CYWFCPPBTWOZSF-UHFFFAOYSA-N,A0A088RZ69_0_apo,100349.80,
picloxydine_YNCLPFSAZFGQCD-UHFFFAOYSA-N,A0A088RZ69_0_apo,10037.19,
simvastatin_RYMZZMVNJRMUDD-HGQWONQESA-N,A0A088RZ69_0_apo,10037.66,
epoprostenol_KAQKFAOMNZTLHT-OZUDYXHBSA-N,A0A088RZ69_0_apo,1007.87,
glimepiride_WIGIZIANZCJQQY-RUCARUNLSA-N,A0A088RZ69_0_apo,10078.15,
arsthinol_MRUDSZSRLQAPOG-SKDRFNHKSA-N,A0A088RZ69_0_apo,100812.83,
bithionol_JFIOVJDNOJYLKP-UHFFFAOYSA-N,A0A088RZ69_0_apo,10099.97,
etelcalcetide_ANIAZGVDEUQPRI-ZJQCGQFWSA-N,A0A088RZ69_0_apo,1011.78,
parecoxib_TZRHLKRLEZJVIJ-UHFFFAOYSA-N,A0A088RZ69_0_apo,1011.82,
azintamide_SSLKKMZJCJBOML-UHFFFAOYSA-N,A0A088RZ69_0_apo,101481.43,
idelalisib_IFSDAJWBUCMOAH-HNNXBMFYSA-N,A0A088RZ69_0_apo,10155.90,
lucanthone_FBQPGGIHOFZRGH-UHFFFAOYSA-N,A0A088RZ69_0_apo,1017.10,
lypressin_BJFIDCADFRDPIO-DZCXQCEKSA-N,A0A088RZ69_0_apo,1018.71,
adinazolam_GJSLOMWRLALDCT-UHFFFAOYSA-N,A0A088RZ69_0_apo,1018.77,
methapyrilene_HNJJXZKZRAWDPF-UHFFFAOYSA-N,A0A088RZ69_0_apo,10187.60,
idebenone_JGPMMRGNQUBGND-UHFFFAOYSA-N,A0A088RZ69_0_apo,10198.37,
ethinylestradiol_BFPYWIDHMRZLRN-SLHNCBLASA-N,A0A088RZ69_0_apo,1020.56,
cicletanine_CVKNDPRBJVBDSS-CQSZACIVSA-N,A0A088RZ69_0_apo,102037.46,
nortriptyline_PHVGLTMQBUFIQQ-UHFFFAOYSA-N,A0A088RZ69_0_apo,102105.06,
dantrolene_OZOMQRBLCMDCEG-VIZOYTHASA-N,A0A088RZ69_0_apo,10211.74,
tretamine_IUCJMVBFZDHPDX-UHFFFAOYSA-N,A0A088RZ69_0_apo,10212.67,
ajmaline_CJDRUOGAGYHKKD-RQBLFBSQSA-N,A0A088RZ69_0_apo,1022.82,
dequalinium_PCSWXVJAIHCTMO-UHFFFAOYSA-P,A0A088RZ69_0_apo,10224.33,
diclofenac_DCOPUUMXTXDBNB-UHFFFAOYSA-N,A0A088RZ69_0_apo,1023.80,
sorivudine_GCQYYIHYQMVWLT-HQNLTJAPSA-N,A0A088RZ69_0_apo,10267.24,
glucose_WQZGKKKJIJFFOK-VFUOTHLCSA-N,A0A088RZ69_0_apo,1027146.99,
2-(4-chlorphenoxy)-ethanol_GEGSSUSEWOHAFE-UHFFFAOYSA-N,A0A088RZ69_0_apo,102729.16,
meclocycline_GGQJXCQBBONZFX-IWVLMIASSA-N,A0A088RZ69_0_apo,1028.01,
apixaban_QNZCBYKSOIHPEH-UHFFFAOYSA-N,A0A088RZ69_0_apo,10282.87,
chlorfenethazine_ILROKGAXBGPFAI-UHFFFAOYSA-N,A0A088RZ69_0_apo,10283.88,
embramine_URSRSKSNFPUKGH-SFHVURJKSA-N,A0A088RZ69_0_apo,10293.01,
ibutilide_ALOBUEHUHMBRLE-FQEVSTJZSA-N,A0A088RZ69_0_apo,10305.47,
cyclopentolate_SKYSRIRYMSLOIN-OAHLLOKOSA-N,A0A088RZ69_0_apo,10307.69,
picrotin_RYEFFICCPKWYML-QCGISDTRSA-N,A0A088RZ69_0_apo,1031.71,
ciclonicate_GQSGZTBDVNUIQS-DGCLKSJQSA-N,A0A088RZ69_0_apo,10321.37,
fluclorolone_VTWKPILBIUBMDS-OTJLYDAYSA-N,A0A088RZ69_0_apo,1033.04,
estradiol_enanthate_RFWTZQAOOLFXAY-BZDYCCQFSA-N,A0A088RZ69_0_apo,1033.27,
cefiderocol_DBPPRLRVDVJOCL-FQRUVTKNSA-N,A0A088RZ69_0_apo,1033.93,
primaquine_INDBQLZJXZLFIT-NSHDSACASA-N,A0A088RZ69_0_apo,10331.71,
