LigandName,TargetName,BindingScore,InterfE
granisetron_MFWNKCLOYSRHCJ-BTTYYORXSA-N,A0A504X6G0_0_apo,10.91,
mesulfen_AHXDSVSZEZHDLV-UHFFFAOYSA-N,A0A504X6G0_0_apo,10008.42,
lorcainide_XHOJAWVAWFHGHL-UHFFFAOYSA-N,A0A504X6G0_0_apo,1001.08,
benzoctamine_GNRXCIONJWKSEA-KTXOBNNYSA-N,A0A504X6G0_0_apo,1001.52,
fenbendazole_HDDSHPAODJUKPD-UHFFFAOYSA-N,A0A504X6G0_0_apo,10014.54,
tolciclate_CANCCLAKQQHLNK-CABCVRRESA-N,A0A504X6G0_0_apo,10024.14,
propylthiouracil_KNAHARQHSZJURB-UHFFFAOYSA-N,A0A504X6G0_0_apo,10027.94,
oxabolone_cipionate_KHKDIUPVDIEHAH-KXLSUQFWSA-N,A0A504X6G0_0_apo,10030.98,
glycerol_PEDCQBHIVMGVHV-UHFFFAOYSA-N,A0A504X6G0_0_apo,100431.32,
fludarabine_phosphate_GIUYCYHIANZCFB-FJFJXFQQSA-N,A0A504X6G0_0_apo,100441.60,
docusate_sodium_HNSDLXPSAYFUHK-SQNIBIBYSA-N,A0A504X6G0_0_apo,10057.32,
saroglitazar_MRWFZSLZNUJVQW-DEOSSOPVSA-N,A0A504X6G0_0_apo,10057.92,
methionine_FFEARJCKVFRZRR-BYPYZUCNSA-N,A0A504X6G0_0_apo,100582.47,
butoxycaine_QNIUOGIMJWORNZ-UHFFFAOYSA-N,A0A504X6G0_0_apo,10064.70,
ximelagatran_ZXIBCJHYVWYIKI-PZJWPPBQSA-N,A0A504X6G0_0_apo,1007.40,
tyropanoate_YMOXVLQZFAUUKI-QMMMGPOBSA-N,A0A504X6G0_0_apo,1008.60,
topotecan_UCFGDBYHRUNTLO-QHCPKHFHSA-N,A0A504X6G0_0_apo,101.86,
carbon_tetrachloride_VZGDMQKNWNREIO-UHFFFAOYSA-N,A0A504X6G0_0_apo,101052.80,
triclofos_YYQRGCZGSFRBAM-UHFFFAOYSA-N,A0A504X6G0_0_apo,101078.43,
phentetramine_DGXRPIJZPGBJPJ-GFCCVEGCSA-N,A0A504X6G0_0_apo,10109.54,
elexacaftor_MVRHVFSOIWFBTE-INIZCTEOSA-N,A0A504X6G0_0_apo,1012.00,
propiram_ZBAFFZBKCMWUHM-CQSZACIVSA-N,A0A504X6G0_0_apo,10121.21,
phthalylsulfathiazole_PBMSWVPMRUJMPE-UHFFFAOYSA-N,A0A504X6G0_0_apo,10132.35,
sodium_myristyl_sulfate_URLJMZWTXZTZRR-UHFFFAOYSA-N,A0A504X6G0_0_apo,10135.81,
estradiol_undecylate_TXHUMRBWIWWBGW-GVGNIZHQSA-N,A0A504X6G0_0_apo,10153.83,
amoxapine_QWGDMFLQWFTERH-UHFFFAOYSA-N,A0A504X6G0_0_apo,10160.09,
ertugliflozin_MCIACXAZCBVDEE-CUUWFGFTSA-N,A0A504X6G0_0_apo,10164.14,
levomepromazine_VRQVVMDWGGWHTJ-CQSZACIVSA-N,A0A504X6G0_0_apo,10171.80,
dipyridamole_IZEKFCXSFNUWAM-UHFFFAOYSA-N,A0A504X6G0_0_apo,10183.98,
