LigandName,TargetName,BindingScore,InterfE
simvastatin_RYMZZMVNJRMUDD-HGQWONQESA-N,A0A640KDZ6_0_apo,10001.65,
cycloxilic_acid_VCZPUGSOJXZKIP-WCQYABFASA-N,A0A640KDZ6_0_apo,10004.42,
sulfisoxazole_acetyl_JFNWFXVFBDDWCX-UHFFFAOYSA-N,A0A640KDZ6_0_apo,10008.78,
carpronium_XQSLKIBWQSTAGK-UHFFFAOYSA-N,A0A640KDZ6_0_apo,10024.00,
dibromotyrosine_COESHZUDRKCEPA-ZETCQYMHSA-N,A0A640KDZ6_0_apo,10026.90,
fosfosal_FFKUDWZICMJVPA-UHFFFAOYSA-N,A0A640KDZ6_0_apo,100277.38,
triclabendazole_NQPDXQQQCQDHHW-UHFFFAOYSA-N,A0A640KDZ6_0_apo,1003.70,
kainic_acid_VLSMHEGGTFMBBZ-OOZYFLPDSA-N,A0A640KDZ6_0_apo,10048.16,
metaraminol_WXFIGDLSSYIKKV-RCOVLWMOSA-N,A0A640KDZ6_0_apo,100643.34,
diflunisal_HUPFGZXOMWLGNK-UHFFFAOYSA-N,A0A640KDZ6_0_apo,1007.31,
cefodizime_XDZKBRJLTGRPSS-BGZQYGJUSA-N,A0A640KDZ6_0_apo,1007.32,
methoxamine_WJAJPNHVVFWKKL-WRWORJQWSA-N,A0A640KDZ6_0_apo,10071.25,
plazomicin_IYDYFVUFSPQPPV-PEXOCOHZSA-N,A0A640KDZ6_0_apo,10071.90,
fytic_acid_IMQLKJBTEOYOSI-GPIVLXJGSA-N,A0A640KDZ6_0_apo,1008.06,
miloxacin_ABQYZRZVRIPTPI-UHFFFAOYSA-N,A0A640KDZ6_0_apo,10093.32,
mercaptamine_UFULAYFCSOUIOV-UHFFFAOYSA-N,A0A640KDZ6_0_apo,100940.10,
glimepiride_WIGIZIANZCJQQY-RUCARUNLSA-N,A0A640KDZ6_0_apo,10109.87,
eprozinol_QSRHLIUOSXVKTG-YADHBBJMSA-N,A0A640KDZ6_0_apo,101090.59,
cefalexin_ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,A0A640KDZ6_0_apo,1011.48,
dimethocaine_OWQIUQKMMPDHQQ-UHFFFAOYSA-N,A0A640KDZ6_0_apo,10117.90,
linaclotide_KXGCNMMJRFDFNR-WDRJZQOASA-N,A0A640KDZ6_0_apo,10129.76,
mercuric_amidochloride_WRWRKDRWMURIBI-UHFFFAOYSA-M,A0A640KDZ6_0_apo,101334.40,
piperidione_RGEVWUKXWFOAID-UHFFFAOYSA-N,A0A640KDZ6_0_apo,101488.18,
fluoromethylcholine_(18F)_PBVFROWIWWGIFK-KWCOIAHCSA-N,A0A640KDZ6_0_apo,101553.81,
